development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
8680.06.756.432 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.667 (> 0.100 thold), f_keep = 0.303
8680.06.756.460 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 71.321 MiB)
8680.06.760.199 I slot launch_slot_: id  0 | task 83543 | processing task, is_child = 0
8680.08.586.494 I slot print_timing: id  0 | task 83543 | prompt eval time =      90.23 ms /   144 tokens (    0.63 ms per token,  1595.99 tokens per second)
8680.08.586.498 I slot print_timing: id  0 | task 83543 |        eval time =    1736.06 ms /   113 tokens (   15.50 ms per token,    64.51 tokens per second)
8680.08.586.499 I slot print_timing: id  0 | task 83543 |       total time =    1826.29 ms /   257 tokens
8680.08.586.499 I slot print_timing: id  0 | task 83543 |    graphs reused =      80998
8680.08.586.520 I slot      release: id  0 | task 83543 | stop processing: n_tokens = 256, truncated = 0
8680.08.589.504 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.615 (> 0.100 thold), f_keep = 0.375
8680.08.591.724 I slot launch_slot_: id  0 | task 83657 | processing task, is_child = 0
8680.11.080.739 I slot print_timing: id  0 | task 83657 | prompt eval time =      92.00 ms /   156 tokens (    0.59 ms per token,  1695.56 tokens per second)
8680.11.080.741 I slot print_timing: id  0 | task 83657 |        eval time =    2397.00 ms /   156 tokens (   15.46 ms per token,    64.66 tokens per second)
8680.11.080.741 I slot print_timing: id  0 | task 83657 |       total time =    2489.01 ms /   312 tokens
8680.11.080.742 I slot print_timing: id  0 | task 83657 |    graphs reused =      81151
8680.11.080.756 I slot      release: id  0 | task 83657 | stop processing: n_tokens = 311, truncated = 0
8680.11.082.412 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.653 (> 0.100 thold), f_keep = 0.309
8680.11.082.459 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 90.573 MiB)
8680.11.088.428 I slot launch_slot_: id  0 | task 83814 | processing task, is_child = 0
8680.12.729.002 I slot print_timing: id  0 | task 83814 | prompt eval time =      91.93 ms /   147 tokens (    0.63 ms per token,  1598.99 tokens per second)
8680.12.729.004 I slot print_timing: id  0 | task 83814 |        eval time =    1548.63 ms /   101 tokens (   15.49 ms per token,    64.57 tokens per second)
8680.12.729.005 I slot print_timing: id  0 | task 83814 |       total time =    1640.57 ms /   248 tokens
8680.12.729.006 I slot print_timing: id  0 | task 83814 |    graphs reused =      81250
8680.12.729.044 I slot      release: id  0 | task 83814 | stop processing: n_tokens = 247, truncated = 0
8680.12.732.916 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.389
8680.12.736.222 I slot launch_slot_: id  0 | task 83916 | processing task, is_child = 0
8680.15.817.340 I slot print_timing: id  0 | task 83916 | prompt eval time =     123.90 ms /   193 tokens (    0.64 ms per token,  1557.73 tokens per second)
8680.15.817.343 I slot print_timing: id  0 | task 83916 |        eval time =    2957.21 ms /   190 tokens (   15.65 ms per token,    63.91 tokens per second)
8680.15.817.344 I slot print_timing: id  0 | task 83916 |       total time =    3081.11 ms /   383 tokens
8680.15.817.344 I slot print_timing: id  0 | task 83916 |    graphs reused =      81437
8680.15.820.118 I slot      release: id  0 | task 83916 | stop processing: n_tokens = 382, truncated = 0
8680.15.836.969 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.596 (> 0.100 thold), f_keep = 0.251
8680.16.384.815 I slot launch_slot_: id  0 | task 84107 | processing task, is_child = 0
8680.19.509.553 I slot print_timing: id  0 | task 84107 | n_gen =    194, tg =  64.17 t/s, tg_3s =  64.50 t/s
8680.20.413.974 I slot print_timing: id  0 | task 84107 | prompt eval time =     117.05 ms /   161 tokens (    0.73 ms per token,  1375.48 tokens per second)
8680.20.413.976 I slot print_timing: id  0 | task 84107 |        eval time =    3912.09 ms /   252 tokens (   15.59 ms per token,    64.16 tokens per second)
8680.20.413.977 I slot print_timing: id  0 | task 84107 |       total time =    4029.14 ms /   413 tokens
8680.20.413.977 I slot print_timing: id  0 | task 84107 |    graphs reused =      81686
8680.20.413.990 I slot      release: id  0 | task 84107 | stop processing: n_tokens = 412, truncated = 0
8680.20.416.826 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.536 (> 0.100 thold), f_keep = 0.233
8680.20.420.303 I slot launch_slot_: id  0 | task 84360 | processing task, is_child = 0
8680.23.229.970 I slot print_timing: id  0 | task 84360 | prompt eval time =     109.80 ms /   179 tokens (    0.61 ms per token,  1630.25 tokens per second)
8680.23.229.972 I slot print_timing: id  0 | task 84360 |        eval time =    2699.86 ms /   175 tokens (   15.52 ms per token,    64.45 tokens per second)
8680.23.229.973 I slot print_timing: id  0 | task 84360 |       total time =    2809.66 ms /   354 tokens
8680.23.229.973 I slot print_timing: id  0 | task 84360 |    graphs reused =      81858
8680.23.229.987 I slot      release: id  0 | task 84360 | stop processing: n_tokens = 353, truncated = 0
8680.23.234.055 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.490 (> 0.100 thold), f_keep = 0.272
8680.23.234.089 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 52.287 MiB)
8680.23.383.004 I slot launch_slot_: id  0 | task 84536 | processing task, is_child = 0
8680.26.509.523 I slot print_timing: id  0 | task 84536 | n_gen =    189, tg =  62.64 t/s, tg_3s =  62.97 t/s
8680.29.521.815 I slot print_timing: id  0 | task 84536 | n_gen =    381, tg =  63.19 t/s, tg_3s =  63.74 t/s
8680.29.691.752 I slot print_timing: id  0 | task 84536 | prompt eval time =     125.20 ms /   196 tokens (    0.64 ms per token,  1565.46 tokens per second)
8680.29.691.756 I slot print_timing: id  0 | task 84536 |        eval time =    6183.53 ms /   392 tokens (   15.81 ms per token,    63.23 tokens per second)
8680.29.691.756 I slot print_timing: id  0 | task 84536 |       total time =    6308.74 ms /   588 tokens
8680.29.691.757 I slot print_timing: id  0 | task 84536 |    graphs reused =      82246
8680.29.691.785 I slot      release: id  0 | task 84536 | stop processing: n_tokens = 587, truncated = 0
8680.29.694.860 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.558 (> 0.100 thold), f_keep = 0.164
8680.29.694.899 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 67.711 MiB)
8680.29.954.738 I slot launch_slot_: id  0 | task 84929 | processing task, is_child = 0
8680.33.087.702 I slot print_timing: id  0 | task 84929 | n_gen =    195, tg =  64.39 t/s, tg_3s =  64.72 t/s
8680.35.400.471 I slot print_timing: id  0 | task 84929 | prompt eval time =     119.85 ms /   172 tokens (    0.70 ms per token,  1435.12 tokens per second)
8680.35.400.474 I slot print_timing: id  0 | task 84929 |        eval time =    5325.87 ms /   343 tokens (   15.57 ms per token,    64.21 tokens per second)
8680.35.400.474 I slot print_timing: id  0 | task 84929 |       total time =    5445.72 ms /   515 tokens
8680.35.402.000 I slot print_timing: id  0 | task 84929 |    graphs reused =      82585
8680.35.402.028 I slot      release: id  0 | task 84929 | stop processing: n_tokens = 514, truncated = 0
8680.35.405.844 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.409 (> 0.100 thold), f_keep = 0.187
8680.35.622.126 I slot launch_slot_: id  0 | task 85273 | processing task, is_child = 0
8680.38.785.248 I slot print_timing: id  0 | task 85273 | n_gen =    195, tg =  64.41 t/s, tg_3s =  64.75 t/s
8680.41.763.275 I slot print_timing: id  0 | task 85273 | prompt eval time =     151.37 ms /   235 tokens (    0.64 ms per token,  1552.46 tokens per second)
8680.41.763.277 I slot print_timing: id  0 | task 85273 |        eval time =    5989.76 ms /   385 tokens (   15.60 ms per token,    64.11 tokens per second)
8680.41.763.277 I slot print_timing: id  0 | task 85273 |       total time =    6141.14 ms /   620 tokens
8680.41.763.278 I slot print_timing: id  0 | task 85273 |    graphs reused =      82966
8680.41.765.774 I slot      release: id  0 | task 85273 | stop processing: n_tokens = 619, truncated = 0
8680.41.769.702 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.571 (> 0.100 thold), f_keep = 0.155
8680.41.769.757 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 67.820 MiB)
8680.42.040.980 I slot launch_slot_: id  0 | task 85659 | processing task, is_child = 0
8680.43.820.731 I slot print_timing: id  0 | task 85659 | prompt eval time =     117.42 ms /   168 tokens (    0.70 ms per token,  1430.71 tokens per second)
8680.43.820.733 I slot print_timing: id  0 | task 85659 |        eval time =    1662.32 ms /   108 tokens (   15.54 ms per token,    64.37 tokens per second)
8680.43.820.733 I slot print_timing: id  0 | task 85659 |       total time =    1779.74 ms /   276 tokens
8680.43.820.733 I slot print_timing: id  0 | task 85659 |    graphs reused =      83071
8680.43.821.964 I slot      release: id  0 | task 85659 | stop processing: n_tokens = 275, truncated = 0
8680.43.824.315 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.611 (> 0.100 thold), f_keep = 0.349
8680.43.824.367 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 110.481 MiB)
8680.43.828.085 I slot launch_slot_: id  0 | task 85768 | processing task, is_child = 0
8680.46.925.176 I slot print_timing: id  0 | task 85768 | n_gen =    194, tg =  64.21 t/s, tg_3s =  64.54 t/s
8680.49.929.539 I slot print_timing: id  0 | task 85768 | n_gen =    386, tg =  64.06 t/s, tg_3s =  63.91 t/s
8680.51.909.964 I slot print_timing: id  0 | task 85768 | prompt eval time =      91.12 ms /   157 tokens (    0.58 ms per token,  1723.08 tokens per second)
8680.51.909.969 I slot print_timing: id  0 | task 85768 |        eval time =    7990.76 ms /   512 tokens (   15.64 ms per token,    63.95 tokens per second)
8680.51.909.969 I slot print_timing: id  0 | task 85768 |       total time =    8081.87 ms /   669 tokens
8680.51.909.970 I slot print_timing: id  0 | task 85768 |    graphs reused =      83579
8680.51.909.999 I slot      release: id  0 | task 85768 | stop processing: n_tokens = 668, truncated = 0
8680.51.916.513 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.468 (> 0.100 thold), f_keep = 0.144
8680.52.250.530 I slot launch_slot_: id  0 | task 86281 | processing task, is_child = 0
8680.54.847.894 I slot print_timing: id  0 | task 86281 | prompt eval time =     136.12 ms /   205 tokens (    0.66 ms per token,  1506.02 tokens per second)
8680.54.847.897 I slot print_timing: id  0 | task 86281 |        eval time =    2461.23 ms /   160 tokens (   15.48 ms per token,    64.60 tokens per second)
8680.54.847.897 I slot print_timing: id  0 | task 86281 |       total time =    2597.35 ms /   365 tokens
8680.54.847.898 I slot print_timing: id  0 | task 86281 |    graphs reused =      83736
8680.54.849.760 I slot      release: id  0 | task 86281 | stop processing: n_tokens = 364, truncated = 0
8680.54.852.612 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.264
8680.54.862.206 I slot launch_slot_: id  0 | task 86442 | processing task, is_child = 0
8680.57.971.948 I slot print_timing: id  0 | task 86442 | n_gen =    187, tg =  61.95 t/s, tg_3s =  62.28 t/s
8680.58.964.348 I slot print_timing: id  0 | task 86442 | prompt eval time =     107.24 ms /   164 tokens (    0.65 ms per token,  1529.24 tokens per second)
8680.58.964.350 I slot print_timing: id  0 | task 86442 |        eval time =    3994.88 ms /   249 tokens (   16.11 ms per token,    62.08 tokens per second)
8680.58.964.351 I slot print_timing: id  0 | task 86442 |       total time =    4102.12 ms /   413 tokens
8680.58.964.351 I slot print_timing: id  0 | task 86442 |    graphs reused =      83982
8680.58.964.418 I slot      release: id  0 | task 86442 | stop processing: n_tokens = 412, truncated = 0
8680.58.970.749 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.427 (> 0.100 thold), f_keep = 0.233
8680.58.978.142 I slot launch_slot_: id  0 | task 86692 | processing task, is_child = 0
8681.02.150.852 I slot print_timing: id  0 | task 86692 | n_gen =    191, tg =  63.03 t/s, tg_3s =  63.36 t/s
8681.03.378.289 I slot print_timing: id  0 | task 86692 | prompt eval time =     158.24 ms /   225 tokens (    0.70 ms per token,  1421.94 tokens per second)
8681.03.378.292 I slot print_timing: id  0 | task 86692 |        eval time =    4241.90 ms /   265 tokens (   16.07 ms per token,    62.24 tokens per second)
8681.03.378.292 I slot print_timing: id  0 | task 86692 |       total time =    4400.14 ms /   490 tokens
8681.03.378.292 I slot print_timing: id  0 | task 86692 |    graphs reused =      84244
8681.03.378.322 I slot      release: id  0 | task 86692 | stop processing: n_tokens = 489, truncated = 0
8681.03.381.803 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.549 (> 0.100 thold), f_keep = 0.196
8681.03.381.847 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 119.888 MiB)
8681.03.388.186 I slot launch_slot_: id  0 | task 86958 | processing task, is_child = 0
8681.06.504.637 I slot print_timing: id  0 | task 86958 | n_gen =    174, tg =  57.55 t/s, tg_3s =  57.88 t/s
8681.07.683.100 I slot print_timing: id  0 | task 86958 | prompt eval time =     110.45 ms /   175 tokens (    0.63 ms per token,  1584.40 tokens per second)
8681.07.683.102 I slot print_timing: id  0 | task 86958 |        eval time =    4184.45 ms /   249 tokens (   16.87 ms per token,    59.27 tokens per second)
8681.07.683.103 I slot print_timing: id  0 | task 86958 |       total time =    4294.91 ms /   424 tokens
8681.07.683.103 I slot print_timing: id  0 | task 86958 |    graphs reused =      84490
8681.07.684.130 I slot      release: id  0 | task 86958 | stop processing: n_tokens = 423, truncated = 0
8681.07.687.228 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.575 (> 0.100 thold), f_keep = 0.227
8681.07.697.563 I slot launch_slot_: id  0 | task 87208 | processing task, is_child = 0
8681.10.811.441 I slot print_timing: id  0 | task 87208 | n_gen =    184, tg =  60.89 t/s, tg_3s =  61.22 t/s
8681.13.820.774 I slot print_timing: id  0 | task 87208 | n_gen =    361, tg =  59.85 t/s, tg_3s =  58.82 t/s
8681.13.869.892 I slot print_timing: id  0 | task 87208 | prompt eval time =     108.47 ms /   167 tokens (    0.65 ms per token,  1539.67 tokens per second)
8681.13.869.894 I slot print_timing: id  0 | task 87208 |        eval time =    6063.48 ms /   364 tokens (   16.70 ms per token,    59.87 tokens per second)
8681.13.869.895 I slot print_timing: id  0 | task 87208 |       total time =    6171.95 ms /   531 tokens
8681.13.869.895 I slot print_timing: id  0 | task 87208 |    graphs reused =      84850
8681.13.869.912 I slot      release: id  0 | task 87208 | stop processing: n_tokens = 530, truncated = 0
8681.13.872.492 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.500 (> 0.100 thold), f_keep = 0.181
8681.13.883.436 I slot launch_slot_: id  0 | task 87573 | processing task, is_child = 0
8681.17.003.830 I slot print_timing: id  0 | task 87573 | n_gen =    188, tg =  62.13 t/s, tg_3s =  62.46 t/s
8681.20.005.892 I slot print_timing: id  0 | task 87573 | n_gen =    378, tg =  62.71 t/s, tg_3s =  63.29 t/s
8681.22.149.843 I slot print_timing: id  0 | task 87573 | prompt eval time =     110.52 ms /   192 tokens (    0.58 ms per token,  1737.21 tokens per second)
8681.22.149.845 I slot print_timing: id  0 | task 87573 |        eval time =    8155.88 ms /   512 tokens (   15.96 ms per token,    62.65 tokens per second)
8681.22.149.846 I slot print_timing: id  0 | task 87573 |       total time =    8266.40 ms /   704 tokens
8681.22.149.846 I slot print_timing: id  0 | task 87573 |    graphs reused =      85358
8681.22.149.873 I slot      release: id  0 | task 87573 | stop processing: n_tokens = 703, truncated = 0
8681.22.154.329 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.619 (> 0.100 thold), f_keep = 0.137
8681.22.438.045 I slot launch_slot_: id  0 | task 88086 | processing task, is_child = 0
8681.25.091.043 I slot print_timing: id  0 | task 88086 | prompt eval time =     100.41 ms /   155 tokens (    0.65 ms per token,  1543.75 tokens per second)
8681.25.091.045 I slot print_timing: id  0 | task 88086 |        eval time =    2552.58 ms /   166 tokens (   15.47 ms per token,    64.64 tokens per second)
8681.25.091.046 I slot print_timing: id  0 | task 88086 |       total time =    2652.99 ms /   321 tokens
8681.25.091.046 I slot print_timing: id  0 | task 88086 |    graphs reused =      85521
8681.25.091.061 I slot      release: id  0 | task 88086 | stop processing: n_tokens = 320, truncated = 0
8681.25.092.305 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.513 (> 0.100 thold), f_keep = 0.300
8681.25.092.341 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 66.179 MiB)
8681.25.095.945 I slot launch_slot_: id  0 | task 88253 | processing task, is_child = 0
8681.28.213.891 I slot print_timing: id  0 | task 88253 | n_gen =    194, tg =  64.17 t/s, tg_3s =  64.51 t/s
8681.28.245.232 I slot print_timing: id  0 | task 88253 | prompt eval time =     110.45 ms /   187 tokens (    0.59 ms per token,  1693.04 tokens per second)
8681.28.245.234 I slot print_timing: id  0 | task 88253 |        eval time =    3038.83 ms /   196 tokens (   15.58 ms per token,    64.17 tokens per second)
8681.28.245.234 I slot print_timing: id  0 | task 88253 |       total time =    3149.28 ms /   383 tokens
8681.28.245.234 I slot print_timing: id  0 | task 88253 |    graphs reused =      85714
8681.28.245.260 I slot      release: id  0 | task 88253 | stop processing: n_tokens = 382, truncated = 0
8681.28.247.894 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.536 (> 0.100 thold), f_keep = 0.251
8681.28.335.611 I slot launch_slot_: id  0 | task 88450 | processing task, is_child = 0
8681.30.727.882 I slot print_timing: id  0 | task 88450 | prompt eval time =     106.04 ms /   179 tokens (    0.59 ms per token,  1688.03 tokens per second)
8681.30.727.885 I slot print_timing: id  0 | task 88450 |        eval time =    2286.21 ms /   144 tokens (   15.99 ms per token,    62.55 tokens per second)
8681.30.727.885 I slot print_timing: id  0 | task 88450 |       total time =    2392.25 ms /   323 tokens
8681.30.727.885 I slot print_timing: id  0 | task 88450 |    graphs reused =      85855
8681.30.727.969 I slot      release: id  0 | task 88450 | stop processing: n_tokens = 322, truncated = 0
8681.30.734.694 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.539 (> 0.100 thold), f_keep = 0.298
8681.30.886.389 I slot launch_slot_: id  0 | task 88595 | processing task, is_child = 0
8681.33.900.899 I slot print_timing: id  0 | task 88595 | prompt eval time =     108.01 ms /   178 tokens (    0.61 ms per token,  1647.93 tokens per second)
8681.33.900.903 I slot print_timing: id  0 | task 88595 |        eval time =    2906.49 ms /   184 tokens (   15.88 ms per token,    62.96 tokens per second)
8681.33.900.904 I slot print_timing: id  0 | task 88595 |       total time =    3014.50 ms /   362 tokens
8681.33.900.904 I slot print_timing: id  0 | task 88595 |    graphs reused =      86036
8681.33.900.933 I slot      release: id  0 | task 88595 | stop processing: n_tokens = 361, truncated = 0
8681.33.902.321 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.596 (> 0.100 thold), f_keep = 0.266
8681.33.911.661 I slot launch_slot_: id  0 | task 88780 | processing task, is_child = 0
8681.36.542.810 I slot print_timing: id  0 | task 88780 | prompt eval time =     106.06 ms /   161 tokens (    0.66 ms per token,  1518.08 tokens per second)
8681.36.542.811 I slot print_timing: id  0 | task 88780 |        eval time =    2525.08 ms /   163 tokens (   15.59 ms per token,    64.16 tokens per second)
8681.36.542.812 I slot print_timing: id  0 | task 88780 |       total time =    2631.14 ms /   324 tokens
8681.36.542.812 I slot print_timing: id  0 | task 88780 |    graphs reused =      86196
8681.36.542.835 I slot      release: id  0 | task 88780 | stop processing: n_tokens = 323, truncated = 0
8681.36.544.985 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.297
8681.36.553.815 I slot launch_slot_: id  0 | task 88944 | processing task, is_child = 0
8681.39.328.184 I slot print_timing: id  0 | task 88944 | prompt eval time =     105.46 ms /   164 tokens (    0.64 ms per token,  1555.15 tokens per second)
8681.39.328.187 I slot print_timing: id  0 | task 88944 |        eval time =    2668.91 ms /   173 tokens (   15.52 ms per token,    64.45 tokens per second)
8681.39.328.187 I slot print_timing: id  0 | task 88944 |       total time =    2774.36 ms /   337 tokens
8681.39.328.188 I slot print_timing: id  0 | task 88944 |    graphs reused =      86366
8681.39.328.218 I slot      release: id  0 | task 88944 | stop processing: n_tokens = 336, truncated = 0
8681.39.329.466 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.623 (> 0.100 thold), f_keep = 0.286
8681.39.332.641 I slot launch_slot_: id  0 | task 89118 | processing task, is_child = 0
8681.42.441.776 I slot print_timing: id  0 | task 89118 | n_gen =    192, tg =  63.26 t/s, tg_3s =  63.59 t/s
8681.43.963.223 I slot print_timing: id  0 | task 89118 | prompt eval time =      89.84 ms /   154 tokens (    0.58 ms per token,  1714.23 tokens per second)
8681.43.963.227 I slot print_timing: id  0 | task 89118 |        eval time =    4540.74 ms /   287 tokens (   15.88 ms per token,    62.99 tokens per second)
8681.43.963.227 I slot print_timing: id  0 | task 89118 |       total time =    4630.57 ms /   441 tokens
8681.43.964.423 I slot print_timing: id  0 | task 89118 |    graphs reused =      86650
8681.43.964.445 I slot      release: id  0 | task 89118 | stop processing: n_tokens = 440, truncated = 0
8681.43.966.403 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.604 (> 0.100 thold), f_keep = 0.218
8681.43.966.452 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 66.945 MiB)
8681.44.086.109 I slot launch_slot_: id  0 | task 89406 | processing task, is_child = 0
8681.45.804.735 I slot print_timing: id  0 | task 89406 | prompt eval time =      98.89 ms /   159 tokens (    0.62 ms per token,  1607.93 tokens per second)
8681.45.804.740 I slot print_timing: id  0 | task 89406 |        eval time =    1619.72 ms /   103 tokens (   15.88 ms per token,    62.97 tokens per second)
8681.45.804.740 I slot print_timing: id  0 | task 89406 |       total time =    1718.61 ms /   262 tokens
8681.45.804.741 I slot print_timing: id  0 | task 89406 |    graphs reused =      86750
8681.45.804.780 I slot      release: id  0 | task 89406 | stop processing: n_tokens = 261, truncated = 0
8681.45.806.865 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.565 (> 0.100 thold), f_keep = 0.368
8681.45.806.898 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 56.444 MiB)
8681.45.816.258 I slot launch_slot_: id  0 | task 89510 | processing task, is_child = 0
8681.47.654.300 I slot print_timing: id  0 | task 89510 | prompt eval time =     105.57 ms /   170 tokens (    0.62 ms per token,  1610.28 tokens per second)
8681.47.654.303 I slot print_timing: id  0 | task 89510 |        eval time =    1732.46 ms /   111 tokens (   15.75 ms per token,    63.49 tokens per second)
8681.47.654.303 I slot print_timing: id  0 | task 89510 |       total time =    1838.03 ms /   281 tokens
8681.47.654.303 I slot print_timing: id  0 | task 89510 |    graphs reused =      86858
8681.47.654.335 I slot      release: id  0 | task 89510 | stop processing: n_tokens = 280, truncated = 0
8681.47.656.361 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.611 (> 0.100 thold), f_keep = 0.343
8681.47.659.148 I slot launch_slot_: id  0 | task 89622 | processing task, is_child = 0
8681.50.759.867 I slot print_timing: id  0 | task 89622 | n_gen =    194, tg =  64.13 t/s, tg_3s =  64.46 t/s
8681.52.182.166 I slot print_timing: id  0 | task 89622 | prompt eval time =      91.09 ms /   157 tokens (    0.58 ms per token,  1723.61 tokens per second)
8681.52.182.169 I slot print_timing: id  0 | task 89622 |        eval time =    4431.92 ms /   285 tokens (   15.61 ms per token,    64.08 tokens per second)
8681.52.182.169 I slot print_timing: id  0 | task 89622 |       total time =    4523.01 ms /   442 tokens
8681.52.182.170 I slot print_timing: id  0 | task 89622 |    graphs reused =      87140
8681.52.182.186 I slot      release: id  0 | task 89622 | stop processing: n_tokens = 441, truncated = 0
8681.52.183.463 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.667 (> 0.100 thold), f_keep = 0.218
8681.52.183.498 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 92.432 MiB)
8681.52.286.579 I slot launch_slot_: id  0 | task 89908 | processing task, is_child = 0
8681.53.628.641 I slot print_timing: id  0 | task 89908 | prompt eval time =     104.34 ms /   144 tokens (    0.72 ms per token,  1380.08 tokens per second)
8681.53.628.643 I slot print_timing: id  0 | task 89908 |        eval time =    1237.71 ms /    81 tokens (   15.47 ms per token,    64.64 tokens per second)
8681.53.628.643 I slot print_timing: id  0 | task 89908 |       total time =    1342.05 ms /   225 tokens
8681.53.628.644 I slot print_timing: id  0 | task 89908 |    graphs reused =      87219
8681.53.628.656 I slot      release: id  0 | task 89908 | stop processing: n_tokens = 224, truncated = 0
8681.53.629.849 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.604 (> 0.100 thold), f_keep = 0.429
8681.53.639.812 I slot launch_slot_: id  0 | task 89990 | processing task, is_child = 0
8681.55.833.160 I slot print_timing: id  0 | task 89990 | prompt eval time =      89.84 ms /   159 tokens (    0.57 ms per token,  1769.87 tokens per second)
8681.55.833.163 I slot print_timing: id  0 | task 89990 |        eval time =    2103.50 ms /   136 tokens (   15.58 ms per token,    64.18 tokens per second)
8681.55.833.163 I slot print_timing: id  0 | task 89990 |       total time =    2193.34 ms /   295 tokens
8681.55.833.163 I slot print_timing: id  0 | task 89990 |    graphs reused =      87352
8681.55.833.192 I slot      release: id  0 | task 89990 | stop processing: n_tokens = 294, truncated = 0
8681.55.836.152 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.608 (> 0.100 thold), f_keep = 0.327
8681.55.845.487 I slot launch_slot_: id  0 | task 90127 | processing task, is_child = 0
8681.58.949.291 I slot print_timing: id  0 | task 90127 | n_gen =    195, tg =  64.37 t/s, tg_3s =  64.70 t/s
8681.59.074.482 I slot print_timing: id  0 | task 90127 | prompt eval time =      89.99 ms /   158 tokens (    0.57 ms per token,  1755.69 tokens per second)
